start_lat,start_lon,end_lat,end_lon,distance,hour,day_of_week,duration
33.98475983876987,-5.000128865891546,34.03448026157787,-4.991899300480911,5580.454540938519,23,2,5.162703698384156
33.99227192425989,-4.98850094431874,34.046746569840266,-5.018652141180787,6664.300386069207,1,3,6.640176260609965
34.061484131894865,-4.976001159260631,34.01582529378703,-4.996493399136083,5416.787878823424,1,2,6.025816401068514
34.012629875146835,-4.980450356305169,34.02843189274707,-5.00265064167929,2696.9738646916503,10,3,3.591241375109533
34.02712318832201,-4.995136586336672,34.024909374277094,-4.960076149113297,3240.411928343773,6,0,4.279266186995991
34.07836171556343,-5.018366789312978,34.023903192377276,-5.025941165116671,6095.58645285226,15,0,7.78484840109517
34.01606955435366,-4.97295701093239,33.98964271509195,-5.010506884609096,4540.519885892207,21,6,5.094852267054618
34.00337421637883,-5.013610086303875,34.00369904380162,-4.9686925589837,4140.697115912805,7,6,5.492440643300358
34.06425340746916,-4.985745271791488,34.039759757705475,-4.9814883698159935,2751.6608311645105,7,6,3.611676124113198
34.03978779570249,-5.018764595604125,34.010014310234205,-4.984811663348381,4555.356530350121,13,6,4.93001321581153
34.05599106889688,-5.001735245883221,34.00094053322502,-5.010862947826588,6178.862766588788,0,2,6.4810629639962745
34.01057067136789,-5.035044456113173,34.04880723801577,-4.971840353308823,7211.165306287203,17,3,12.133398835355946
34.033566173961304,-5.029474696873208,33.98985574272333,-4.9900627776602375,6067.917490983245,0,4,7.108273191322628
33.99917299309779,-5.0325890794134205,34.052175376841106,-5.027462448442625,5912.502768106123,7,5,7.052350101137398
34.005807966035775,-5.01388395657296,34.015682840230404,-5.003328151729495,1467.0844043614122,0,4,1.4961126982849282
34.02759472353215,-5.0065040920880355,34.03192383846442,-4.99565653714156,1109.4955834752493,9,2,1.4632516493423586
34.04222956818999,-5.048980479368633,34.03255841517857,-5.029068568321504,2126.6915957011433,14,2,2.709441304969051
34.03940632771741,-4.984791019973079,34.07889957102473,-4.990569416824766,4423.592535259986,1,6,3.407805392508927
33.98689869844025,-5.012928935541172,34.05016556599683,-5.033141348643446,7277.422051642432,17,2,11.734904072313055
33.99331647941464,-5.02404191285793,34.015423059139685,-5.037060397269409,2735.426124015068,20,0,3.5952069212030926
34.03714936347399,-5.037294155003883,34.030625657751806,-5.029060202538821,1049.7137873585366,14,1,1.174361267047159
34.05720855006459,-4.964246462293227,34.07366223399227,-4.993679516730787,3270.7567937883764,6,3,4.3345294982705305
34.03649378491873,-5.023076383099055,34.046573982752385,-4.971142154738527,4914.72362384238,5,2,5.219223234028277
34.05506373092729,-4.9571364621786635,34.0030813983067,-5.006638523367613,7363.434053548996,12,2,9.775284076368088
34.00699523354143,-4.961817344707668,34.02020269450297,-5.0345501966398425,6862.766362065073,4,2,5.772003624261217
34.032207088238124,-4.960126184617631,33.988037065863715,-5.006130508799563,6488.7277163108465,3,1,5.512572549166609
34.03469915567567,-4.966114240782554,34.05275098381423,-4.979332984770531,2347.8747380645755,17,0,4.702347925647872
34.06551568760885,-5.036978604584766,34.052551499119886,-4.966013541399749,6694.400107399367,20,4,9.393536762722597
34.03623457076549,-4.988912666796025,33.987328107888345,-5.008370047005014,5726.242698039603,6,0,7.755820246069843
33.99882700660121,-5.027961757417815,34.04386301890605,-4.99339487437072,5935.213124032225,19,6,9.015457143163847
34.04349727657125,-4.973669800174342,34.00984226312068,-4.96967722243651,3760.311122835514,6,6,4.278385158396783
34.07206221877081,-5.004609135319805,33.99864956655099,-5.00377392212317,8163.477268631812,15,3,9.982468430891773
34.03640075121312,-5.033004486148078,34.02147147617238,-4.96766774214267,6245.657811733365,3,5,5.204431169468892
34.04275450535989,-4.980149131032107,34.05703786810226,-4.958989080382575,2514.557876443251,5,5,2.455301216959861
34.02694514138966,-4.978988585123813,34.01471833758843,-4.964667501772748,1894.8443257801662,16,4,3.093879645481727
34.06860282418739,-4.986778737041418,34.01785800622356,-4.9777208369538535,5703.9521683115345,21,0,6.580586848438126
33.983709613866004,-5.001482369200532,34.00234119313676,-4.963243054216416,4089.0514213290353,17,1,6.519798954583287
34.0451796729677,-5.0043583288153295,34.04977078573369,-5.0464587273182895,3912.295857795909,19,3,6.950527010788705
34.03278829376997,-4.9870562440918595,34.062554570901405,-4.973786168601812,3528.4481689733725,3,3,3.458961215623511
34.07094368679087,-4.996296355191785,34.04972880723181,-4.994587587376236,2364.232980606768,3,2,2.6522427147544274
34.07721577529684,-5.015926801604933,34.010615801259604,-4.971313614745579,8469.890664629173,9,4,13.053230070340476
34.05125907985979,-5.026361265478612,34.053658748454176,-4.975049715672752,4734.745043526799,12,1,6.6254206350345735
34.07029844309669,-5.019138734975316,34.05658761742421,-4.978141298826763,4072.638763373897,5,6,2.884825922612893
34.02400289031093,-5.0036052959612425,34.03519694099932,-4.977096422430918,2741.698298865834,14,3,3.7551588424587443
33.99541782870477,-4.976560295391901,33.989291574166266,-5.000831239062885,2339.007432305596,4,3,2.375772130433235
34.0623981979355,-5.039762100707829,34.0445005662218,-5.0362054548466455,2016.9192740231624,1,5,1.9548905331071986
34.04297244890122,-4.954019517177981,34.02853962892588,-5.048767010976231,8876.874257889234,6,2,12.751566761992718
34.023986671406,-4.994127395647665,34.01338769846707,-5.043796817795922,4727.033087727969,6,0,6.383735012208432
34.041135312305286,-5.026660583459346,34.02086947711945,-5.013990629755653,2537.961186553735,1,6,1.8923562140308237
34.005070824605745,-4.984283791669569,33.999089428386846,-5.020751310052294,3426.830571335182,6,0,4.943504309614771
34.05289684313561,-4.955401841056638,34.05042625312537,-5.0355474095438195,7388.813188508949,1,2,5.966138295613419
34.00939851701504,-5.033162228254076,34.046076615524846,-5.018949568002759,4283.5704576717935,12,2,5.601770580906212
34.02284728286717,-5.007937381473974,33.996830610101235,-5.005931413219351,2898.824795329214,11,1,4.359250926010545
34.00074871462219,-5.017642308633154,34.052254460895206,-5.0084276853632845,5789.790630008961,13,5,6.357936189734887
33.996468063330866,-4.99382284195857,34.01792916018278,-4.9542437242604365,4359.438562481361,8,2,6.421128584786677
34.081787276106404,-4.98794382793418,34.03058249373757,-5.02729061819048,6749.617844245097,21,4,9.452759473967777
34.05677258514053,-4.964760606591787,34.054970369708215,-5.014655483381648,4600.886644258496,7,4,8.655052674945804
33.9886277456928,-5.013215534773186,34.041291952223204,-4.971961773168886,6982.128767749549,4,3,7.950395613088111
34.06261356076641,-5.022483612698547,34.07674268711896,-5.008377604721511,2038.743069048797,7,1,3.3314943307928013
34.0599853390637,-5.033836979754261,34.02340070748678,-4.955467644789951,8287.966319271442,6,5,8.289790351753917
34.05174359899963,-4.982742392283548,34.01579521262721,-4.993907354178638,4127.556689104469,4,2,4.313075454367659
34.075023510749304,-5.021508417365152,34.04046785085158,-5.035833226904529,4062.7049521065233,22,2,4.931199839499407
34.02055656154034,-5.044004503704209,34.035388684669854,-5.034727601317563,1857.6638040115479,23,0,2.071049728188634
34.04282190693502,-5.025822087852535,34.051933708137945,-4.969364597529273,5299.373270218916,12,5,5.87735743950933
34.00995402206352,-4.991896042698531,34.003781082879804,-4.973674543652959,1814.450444079193,11,2,2.1210214061211454
34.045641621069656,-4.963654262766652,34.02145785742204,-5.00102554164457,4369.256499760007,13,3,6.078427661722648
34.03179358182094,-4.954475893354625,34.00398150587267,-4.9912371769033825,4587.294702179311,2,3,5.135688239635682
34.03562416732023,-4.987963477657909,34.0417654269023,-4.981462091879123,908.3988682273817,16,4,1.4557406443172312
34.061941340210545,-5.018330124875273,34.052593043582405,-5.032749506806685,1686.724821478708,0,6,1.5426597812360439
34.06609761450621,-5.0264400655797825,34.01784114162321,-4.97412173250551,7213.217007568567,8,0,13.632785144454227
34.01942150792388,-4.964850278847514,34.031871613106524,-4.958732099831304,1494.8039347367203,3,2,2.044147802321997
34.04184319312066,-5.044859254403956,34.002114518463436,-5.037199751131285,4473.671116929202,14,3,6.527874226291206
34.037368596396675,-5.008755007025406,34.08138683747784,-5.008522649141188,4894.651891245734,4,5,4.001881391686494
34.032493461435536,-4.951211776683522,34.00493159317348,-5.025475366858381,7499.287258104419,12,4,8.551416450267673
34.05146922352929,-4.9554091750760545,34.06078609874334,-5.01746119851592,5809.586271356855,21,0,8.971876426863425
33.99798044632549,-4.985510370909415,34.049194711205175,-4.971621819236533,5836.836059660689,6,1,8.30827281125011
34.059248236866694,-4.982600784924598,34.07327816796901,-5.0021166555912835,2380.2027391290962,23,4,2.5081230398989525
33.990207558181844,-4.976167550918726,34.073491459247826,-4.984454896563754,9292.182072290505,4,3,9.909919707660512
34.062208395172355,-5.039671006197821,34.03369736975297,-4.972436178431543,6958.651844602861,13,0,9.39164989777545
34.054642481828985,-5.013871447739088,34.067626747032534,-4.983800778771848,3123.740065995967,16,1,5.674944149661137
33.99927728884456,-5.007224958062331,34.02337947873687,-5.00418570596331,2694.642252215689,21,4,3.7801557795883314
34.04199036187599,-4.988938607584318,34.03615398737929,-5.019142709110433,2857.7413224707616,1,0,2.952208642877883
34.03491481400903,-4.996667864655647,34.06167353940088,-5.02078754730575,3713.6766636664843,7,4,5.163330307653773
33.98950925733242,-4.987520422526702,34.05155088162242,-5.013146293813976,7291.782113474003,3,3,7.858842736783537
34.03546305300266,-4.9958221971305905,34.00077470758199,-4.985488670829213,3973.008031856059,7,0,5.592651988588025
34.03927550653406,-4.989618992867235,34.02967465011992,-5.044321709009626,5152.519155929704,1,1,5.380444728486763
34.05635687038119,-5.031249446062066,34.018610245367384,-5.0157088556020275,4434.784541145967,21,0,5.825796555837273
34.04475075583201,-4.960689621548458,34.01427184345232,-4.985606078295639,4093.673966812652,9,2,7.155724340972098
34.03383677776253,-4.984247919017803,34.02548902806066,-4.984597615178814,928.7866341127952,19,3,1.6643894479128378
34.05842844065336,-5.006230701329132,34.034342138807354,-4.970924498922318,4213.622655954811,17,2,8.848985240463088
33.99494886933605,-4.971925411989956,34.00594285601708,-5.034227761375008,5871.959981475477,4,2,5.841911824363529
34.01704955611967,-5.0201897444821455,34.06064227564115,-4.99488651551483,5378.859422785436,15,6,6.561155071879354
34.067573490849114,-4.96811984030465,34.041537245872554,-5.046573183296939,7785.829874487438,8,3,18.294957289869735
34.00295170123385,-5.039378024591954,34.03101085284436,-5.02696135798336,3323.2918385357652,17,3,5.540509620053035
34.04778496107643,-4.9891789147519,33.98613906365805,-5.014985004309549,7255.625573449125,13,1,9.689079798377646
34.02812205030726,-5.047838781455953,34.03892597603002,-4.967563572014478,7494.146499977706,8,5,15.390802430983184
34.00780739017646,-5.028455345319623,34.022758356229694,-5.026830281951324,1669.205057163558,16,2,3.2468463567309724
34.06061481284203,-4.982089741880932,34.04188227192144,-4.955345293369945,3226.4143110914247,5,3,3.594330283977149
34.0285460409456,-5.029554017627721,34.06723880710449,-4.970589133935394,6929.942219482333,19,6,9.547616375532899
34.0005933903518,-5.011446813357449,34.05771969933987,-4.964611709529051,7679.696741066955,6,5,6.956434334896071
34.01609372568289,-4.970482726913734,33.98836263082968,-5.007631318627956,4608.16063864837,1,5,4.424294306179417
34.020944825745296,-5.000893066474999,33.98729788662916,-5.010633151467317,3847.5921233219888,3,3,4.109305419046856
34.006274915601956,-4.9674496707677145,34.07665920125937,-5.011554781770799,8818.55388811065,21,1,9.176459806810106
34.07520525994178,-4.972788926210992,34.03247564987356,-4.96862704372668,4766.7612029426955,12,2,6.292587773522705
34.019886077296405,-4.9807077428362225,34.021099649730296,-4.9916057392064355,1013.4113891894008,20,4,1.6832619432891742
