start_lat,start_lon,end_lat,end_lon,distance,hour,day_of_week,duration
33.99848280126507,-5.002878989182269,34.00928388313861,-4.976589932513968,2704.632778398318,2,2,2.9545135551631074
34.02179572960499,-5.0331829337707585,34.05399378540412,-5.038152137470545,3609.4209238058456,6,0,4.980018164137491
34.05248198053396,-5.044761569366411,34.03321592069905,-4.974329544572653,6833.943770736961,17,4,14.265572472343637
34.012557767923646,-4.956283135889483,34.01711302718246,-4.958843620471256,558.8010192961501,2,2,0.5427720502629287
34.01083944384906,-5.035951736895099,34.02043683766117,-4.981670088944065,5115.572709975327,6,3,7.381382707395904
34.04785985446818,-5.007904854946956,34.03018177584148,-4.991484474794042,2480.5715966314588,6,2,3.53406765156011
34.05278535151492,-4.960017906490713,34.06279019749154,-4.96901783973366,1387.4520795600752,21,1,1.8795636646327327
34.07649352822249,-4.990774312461489,34.01977030072953,-5.015014074770758,6691.036566154109,14,0,9.95914204513872
34.00199344802247,-4.992589447739081,34.0032111298039,-5.020500470711716,2576.4527481928694,16,5,3.68399820158604
33.99625108766902,-5.020893877724384,34.04142163061024,-5.035872464910481,5208.994643172341,8,1,8.51448872449063
34.05729483274525,-5.038847185771897,34.01439652256517,-4.958225827752955,8828.505550800359,23,0,9.729943652241996
34.05218593949026,-4.991432244123016,34.03616128496197,-5.010385263888938,2494.8922598469094,16,5,3.6972948785524022
34.01156671307282,-4.980512596339947,34.025069545794935,-4.952659722015846,2973.907077038311,14,1,3.800603735409501
34.0420327940918,-5.034788977169723,34.051889333712715,-5.004945738483688,2959.9572018976937,20,2,3.8813790725185324
34.03434983721472,-5.020980487917371,33.99669035164105,-5.022311724816731,4189.340899998444,8,6,6.8287610332634365
34.04216535282016,-5.0292028780938525,34.00372664673806,-4.982157855530846,6088.239700005603,15,2,7.257266459553094
34.061281548420325,-4.989552172011627,34.045209856249784,-4.992639479453703,1809.582840957417,13,0,2.752072232690023
34.01479602195058,-5.028872307208285,34.03705582266561,-5.027447764775039,2478.655972742124,13,0,2.847573467847896
34.005312525862195,-4.96711383357057,34.00798215235354,-4.977415579181961,994.9070167389481,16,3,1.647826007224684
34.061491251602405,-4.994266559629431,34.05864139793756,-5.028633713556416,3181.7062177631005,7,2,5.438847963640236
33.9879138889735,-4.9938398896698475,34.05307735374077,-4.980110938045669,7355.492150019392,14,0,10.060388390092335
34.062596077468484,-5.012996793119982,34.02103663573958,-4.961320187553731,6635.275540677655,9,3,10.350798468562475
34.032085953739504,-4.978881065369421,34.03225968585691,-5.010062355442164,2873.4158955778794,17,1,5.569437202121345
34.032712046074195,-4.951289410589185,34.03030511695447,-5.000453074515584,4538.357833022376,17,0,8.456370390226423
34.048702917025345,-5.0454623077712215,34.05248020263368,-4.961692215608713,7729.144935815822,5,5,6.774090780286833
34.060322810771595,-4.998024050165641,33.99381322485722,-5.003416124519306,7412.203476662325,1,2,9.195115258144016
34.05405538619004,-4.99555975909544,34.04436127797711,-4.977430968223928,1987.8663285390694,23,0,1.7394824660986765
34.05051473716288,-4.971198573150573,34.02252492158878,-4.952228224544314,3569.616424717867,19,0,6.932148136821004
34.04473195118181,-5.0216367934938635,34.018370672013546,-4.992810904990493,3955.7817650009206,17,0,8.392503133260496
34.03147528310102,-5.044353999118932,34.01636225964112,-4.955180963288425,8388.140118527328,20,0,9.444784537867926
34.08265174809282,-4.9966124202597495,34.02696970894434,-4.955267204458808,7269.34838811301,0,3,8.667898384435631
34.010701040892,-4.983330017117809,34.01407334281335,-5.009190487558594,2412.909420935018,14,6,2.3842366847337875
34.06604699088482,-4.977871824614685,34.05784276493023,-5.009119480759774,3019.5597225306415,18,2,5.583642439113237
34.02170571622462,-4.9752647665421845,34.01419788284698,-4.978479558377624,885.8527977876595,16,0,1.6987191747730659
34.04433911934737,-4.992424014884417,34.0223651674868,-5.021721338050464,3641.232967806067,3,3,3.8633968916359294
33.99791786844041,-5.0331290544832035,33.99588236468025,-5.023739427632053,894.714047164602,9,0,1.186543867482724
